"RSPDNUM","Sample","version_weather_v1","version_CDR","demog_age_year","AgeRecode","demog_state","Region","weather_pastsummer_v1","gw_belief","believer_confidence","believer_cause","believer_cause_followup","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","govt_fed","govt_state","govt_local","state_cleancoal","state_vehicles_v1","state_fftax","state_nuclear","state_captrade","state_rps_v2","natgas_mystate","govt_nofedaction","state_impactsfelt","state_rps_neighbr","cdr_knowledge_info","cdr_knowledge","cdr_support","gw_threat","coalfpp_support_phaseout_v2","subsidy_support","carbontax_support_v3","state_gastax_v2","state_ee_v2","gw_geoengr","gw_adapt","fed_moralobligation","intl_economicimpact","worldviews_freetrade","worldviews_immigration","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_polparty","demog_polviews","worldviews_trump","demog_income","demog_gender","Date","Weight"
519,"C","A","C",9999,2,"CA",4,5,2,,,,,,,,,,,,,2,"IT SEEMS THE SAME AS WHEN HE WAS A KID",1,3,3,3,4,2,4,3,2,2,2,4,4,3,999,999,999,1,3,1,3,5,2,2,4,2,1,2,1,1,1,1,1,3,2,1,1,,1,"11/1/2017 8:05:59",1.1
520,"C","B","C",9999,2,"TN",2,5,1,3,2,,1,2,"MORE RAIN",3,2,2,98,3,1,,,,1,1,1,1,1,4,98,98,3,1,1,3,4,999,999,999,4,5,3,3,5,5,4,4,4,4,4,1,2,10,6,,4,3,3,4,2,2,"11/1/2017 8:08:16",1.27
521,"C","A","C",9999,3,"PA",1,5,1,1,3,3,2,98,"WATER IS GOING UP",11,2,2,2,2,2,,,,2,2,2,98,2,3,2,98,2,1,2,2,2,999,999,999,3,4,2,5,5,2,98,3,1,1,2,3,1,1,,,4,4,,4,,1,"11/1/2017 8:17:17",0.355
522,"C","B","C",9999,3,"OR",4,5,2,,,,,,,,,,,,,1,"STUDYS AND STUFF HES READ MAKES ME THINK THAT",5,3,3,3,98,3,4,98,3,3,98,98,98,2,999,999,999,1,4,1,5,5,4,1,98,4,1,1,,,,,,3,4,4,1,,1,"11/1/2017 8:17:44",0.685
523,"C","A","C",9999,1,"AL",2,1,1,1,1,,1,1,"HOTTER THAN USUAL",2,1,1,1,2,1,,,,1,2,2,2,1,1,4,1,1,1,2,1,98,999,999,999,4,1,1,1,1,1,2,4,1,1,2,4,4,10,6,,3,1,4,4,6,2,"11/1/2017 8:23:03",1.18
524,"C","B","C",9999,3,"OR",4,98,1,2,3,1,2,2,"EXPERIENCE AND UNEXPLAINABLE",2,2,98,4,98,1,,,,2,2,3,2,1,4,4,3,1,1,3,2,3,999,999,999,3,1,4,2,2,1,1,4,2,1,1,1,1,1,2,,5,2,2,98,6,2,"11/1/2017 8:27:11",0.525
525,"C","A","C",9999,3,"CA",4,5,2,,,,,,,,,,,,,2,"NATURAL PATTERN THROUGHOUT THE HISTORY OF THE PLANET",2,3,2,2,4,4,4,4,4,4,2,4,4,4,999,999,999,1,98,5,5,5,5,98,98,98,1,2,1,1,1,1,1,3,3,1,2,6,1,"11/1/2017 8:28:54",0.415
526,"C","B","C",9999,2,"KY",2,5,98,,,,,,,,,,,,,,,,3,3,3,2,3,4,2,2,3,98,3,3,2,999,999,999,2,4,3,5,5,4,2,2,3,2,2,3,1,1,2,,4,2,1,2,4,1,"11/1/2017 8:30:01",0.8
527,"C","A","C",9999,3,"CA",4,2,1,1,3,1,1,1,"MORE FARMER",10,1,1,98,1,1,,,,1,1,1,1,1,4,4,1,1,98,98,1,1,999,999,999,5,98,1,1,5,1,1,4,1,4,98,4,5,1,1,98,3,1,3,4,4,2,"11/1/2017 8:30:46",0.855
528,"C","B","C",9999,1,"AZ",4,2,1,2,1,,1,1,"SCIENTFIC DATA",4,1,1,2,2,2,,,,2,1,2,4,1,1,2,1,1,4,1,2,4,999,999,999,4,1,1,1,1,1,4,2,1,4,1,4,5,1,1,2,5,4,3,4,4,1,"11/1/2017 8:37:04",0.79
529,"C","A","C",9999,2,"IA",3,1,2,,,,,,,,,,,,,1,"ITS THE SAME EVERY YEAR",1,98,98,98,3,3,3,3,3,3,3,2,2,2,999,999,999,3,4,4,4,4,4,3,3,3,3,3,3,1,1,2,,3,2,3,2,2,1,"11/1/2017 8:41:37",1.24
530,"C","B","C",9999,2,"UT",4,5,2,,,,,,,,,,,,,2,"NATURAL CYCLES",2,3,3,3,98,4,4,2,1,4,98,4,3,2,999,999,999,1,5,5,5,5,2,4,4,4,2,4,4,1,1,1,2,3,4,4,4,4,1,"11/1/2017 8:46:19",1.03
531,"C","A","C",9999,2,"CT",1,4,1,1,2,,1,1,"WARMER OUT",2,1,2,1,3,2,,,,1,2,3,2,2,3,1,98,1,2,2,98,3,999,999,999,2,2,1,2,5,4,3,2,3,2,1,4,1,1,98,,3,4,3,3,3,1,"11/1/2017 8:48:26",1.23
532,"C","B","C",9999,,"OH",3,3,2,,,,,,,,,,,,,2,"I HAVE BEEN ALIVE FOR 36 YEARS AND I REMEMBER ALL OF THE YEARS",1,3,3,3,98,1,3,4,1,2,1,4,4,1,999,999,999,1,4,1,5,5,4,98,4,1,98,1,3,6,1,1,1,4,2,1,2,4,2,"11/1/2017 8:58:54",0.82
533,"C","A","C",9999,3,"MN",3,5,98,,,,,,,,,,,,,,,,2,2,3,3,2,3,98,3,3,2,3,98,2,999,999,999,2,4,4,4,4,2,3,3,3,2,2,98,3,1,2,,4,4,3,2,6,1,"11/2/2017 4:16:15",0.185
534,"C","B","C",9999,4,"IN",3,5,98,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,1,98,2,98,3,999,999,999,3,4,4,2,2,1,98,2,98,98,2,2,2,1,1,2,2,1,4,2,,1,"11/2/2017 4:19:35",0.96
535,"C","A","D",9999,,"MA",1,2,1,1,1,,1,1,"ICE CAPS",1,1,2,1,1,1,,,,1,1,1,2,1,1,3,2,1,4,1,1,3,999,999,999,5,2,2,2,2,1,2,4,1,2,1,4,2,,7,,,,,4,,1,"11/2/2017 4:21:27",0.81
536,"C","B","D",9999,2,"OH",3,5,1,1,1,,1,1,"BASIC OBSERVATION",2,1,1,1,1,1,,,,2,1,3,4,1,2,1,3,1,2,1,1,98,999,999,999,5,1,1,2,4,1,3,4,1,4,3,4,5,1,1,1,3,4,5,4,3,1,"11/2/2017 5:10:14",1.23
537,"L","B","C",9999,3,"WI",3,3,2,,,,,,,,,,,,,2,"MANY REASONS",8,3,2,2,4,4,4,4,4,4,3,3,4,3,999,999,999,2,4,5,5,5,4,4,3,4,1,2,3,1,1,6,,4,2,2,3,5,1,"11/2/2017 5:13:42",0.355
538,"L","B","C",9999,4,"PA",1,3,1,2,1,,1,1,"MORE STORMS",3,1,2,1,3,1,,,,1,2,3,2,2,98,2,2,2,2,2,2,2,999,999,999,5,2,2,2,3,2,2,2,2,98,2,2,1,1,98,,2,,98,4,2,2,"11/2/2017 5:21:53",1.44
539,"L","A","C",9999,4,"PA",1,1,2,,,,,,,,,,,,,4,"NORMAL PATTERN",2,3,3,3,4,1,3,4,1,98,2,1,98,1,999,999,999,1,5,1,5,5,5,4,4,98,4,4,4,1,1,1,2,2,2,1,2,3,2,"11/2/2017 5:36:35",1.43
540,"L","B","C",9999,4,"OH",3,2,1,1,1,,2,2,"NOT SURE",10,4,3,1,1,1,,,,3,3,3,4,4,4,4,4,4,1,4,3,4,999,999,999,2,5,5,5,5,5,4,98,98,4,1,1,1,1,1,1,2,2,3,2,1,2,"11/2/2017 5:37:37",1.45
541,"L","A","C",9999,4,"NC",2,2,98,,,,,,,,,,,,,,,,1,1,2,1,98,4,4,4,3,98,1,98,2,999,999,999,2,1,2,5,5,2,4,98,4,2,3,1,1,1,6,,2,2,1,1,2,2,"11/2/2017 5:58:21",1.44
542,"L","B","C",9999,,"FL",2,2,1,1,2,,2,1,"MELTING OF POLAR ICE CAPS AND MIGRATION PATTERNS WITH SEA ANIMALS HAVE CHANGED",1,2,2,1,2,1,,,,3,1,1,2,2,2,2,4,1,2,1,2,2,999,999,999,3,4,1,5,3,1,2,3,1,1,3,4,3,1,1,1,2,4,2,2,2,2,"11/2/2017 6:01:14",1.64
543,"L","A","C",9999,4,"SC",2,5,1,1,1,,1,1,"SEA WATER IS RISING",11,1,1,2,2,2,,,,1,1,1,1,2,2,1,1,1,1,1,4,98,999,999,999,4,5,1,2,2,4,4,2,3,98,2,1,3,2,2,,2,1,3,3,1,1,"11/2/2017 6:03:46",1.33
544,"L","B","C",9999,3,"KY",2,5,1,2,2,,98,2,"STATISTICAL PATTERNS",4,2,3,3,3,2,,,,3,3,3,2,1,4,2,2,1,2,4,2,2,999,999,999,3,5,1,5,5,3,3,4,1,4,1,4,1,1,1,2,5,1,3,4,4,2,"11/2/2017 6:19:19",0.625
545,"L","A","C",9999,3,"TN",2,5,2,,,,,,,,,,,,,1,"BEEN THROUGH 71 SUMMERS AND THEY ALL GO THROUGH DIFFERENT PATTERNS",1,3,3,3,4,4,4,4,4,4,1,4,4,1,999,999,999,1,5,5,5,5,5,1,4,4,1,1,1,1,1,6,,2,2,3,1,4,1,"11/2/2017 6:31:51",0.895
546,"C","A","C",9999,2,"AZ",4,5,1,1,3,3,1,1,"THE WEATHER",3,1,2,2,1,1,,,,1,1,1,2,2,2,98,2,2,2,2,2,98,999,999,999,5,2,2,2,2,2,2,3,1,4,2,2,3,1,,,5,4,3,4,5,1,"11/2/2017 6:58:39",0.87
547,"C","B","C",9999,2,"CA",4,5,2,,,,,,,,,,,,,1,"HAVE NOT NOTICED",1,2,2,2,2,1,4,98,4,4,98,4,4,98,999,999,999,1,5,1,5,5,5,4,4,1,4,4,1,1,1,2,,4,2,2,1,,1,"11/2/2017 8:23:46",0.87
548,"L","B","D",9999,3,"FL",2,5,2,,,,,,,,,,,,,2,"CYCLICAL",2,3,3,3,1,2,4,1,4,2,2,2,4,98,999,999,999,2,5,4,5,5,1,3,2,4,2,4,4,1,1,6,,3,2,3,1,3,1,"11/5/2017 5:31:07",0.715
549,"L","A","D",9999,2,"GA",2,1,1,1,3,1,2,2,"RESEARCH THAT I READ",4,4,1,1,1,1,,,,2,2,2,2,1,2,2,2,3,2,2,2,3,999,999,999,3,4,2,2,2,2,2,3,2,2,2,2,4,2,6,,5,1,3,3,6,2,"11/5/2017 5:34:04",1.26
550,"L","B","D",9999,4,"SC",2,2,1,2,2,,2,98,"WINTERS ARE NOT AS COLD AS THEY USED TO BE",2,2,2,2,2,2,,,,2,2,2,98,2,3,98,98,2,2,2,98,3,999,999,999,3,5,2,5,5,1,4,2,98,98,1,1,3,1,1,2,1,4,2,3,2,1,"11/5/2017 5:55:50",0.65
551,"L","A","D",9999,3,"DC",2,3,1,1,1,,1,1,"NOTHING IN PARTICULAR",10,2,2,2,2,2,,,,1,2,2,2,2,2,2,2,2,98,98,98,2,999,999,999,5,3,2,2,3,98,2,4,2,3,2,4,98,1,3,,5,1,5,4,6,2,"11/5/2017 5:56:55",0.525
552,"L","B","D",9999,3,"NY",1,5,1,2,98,,1,1,"LESS SNOW THAN WHEN I WAS A CHILD",2,4,2,1,1,1,,,,2,2,2,1,4,98,4,98,1,2,1,2,98,999,999,999,4,5,5,98,5,5,98,4,98,98,1,98,1,1,1,2,1,1,98,4,1,1,"11/5/2017 6:04:18",0.665
553,"L","A","D",9999,4,"TN",2,1,1,2,98,,1,1,"FROM EVERYTHING SHE HAS READ AND HEARD",6,1,1,1,3,1,,,,1,1,1,1,1,98,4,98,1,98,2,2,2,999,999,999,4,4,1,98,5,1,98,4,1,4,98,2,2,1,1,2,3,1,2,,2,2,"11/5/2017 6:07:42",1.06
554,"L","B","D",9999,3,"IL",3,2,1,1,1,,1,1,"FROM WHAT SHE HAS HEARD ON NEWS AND INTERNET",6,1,1,1,1,1,,,,98,98,98,2,2,2,2,98,1,98,3,98,2,999,999,999,4,4,1,2,5,98,98,4,1,4,98,4,2,1,1,1,3,1,3,4,2,2,"11/5/2017 6:45:30",1.065
555,"L","B","C",9999,4,"FL",2,5,2,,,,,,,,,,,,,1,"TWO SEASONS",9,1,1,1,98,1,1,4,1,1,1,1,2,4,999,999,999,4,2,1,1,1,1,1,4,1,98,1,4,3,1,1,1,5,2,3,2,98,2,"11/5/2017 8:10:12",0.69
556,"L","A","C",9999,3,"NV",4,98,1,1,1,,1,1,"NEWSPAPERS",6,1,1,1,1,1,,,,1,1,2,2,2,2,3,2,2,2,2,2,98,999,999,999,5,2,2,2,2,2,2,3,2,3,2,3,5,10,2,,5,4,4,3,6,1,"11/5/2017 8:13:26",0.105
557,"L","B","C",9999,,"VA",2,1,1,1,1,,1,1,"HUMANS NOT RECYCLING AND TAKING CARE OF THE EARTH",8,2,1,1,1,2,,,,1,1,1,1,1,4,3,2,1,1,2,2,4,999,999,999,5,2,1,5,5,1,98,4,1,4,4,4,1,5,1,2,4,4,1,2,6,2,"11/5/2017 8:38:53",1.28
558,"L","A","C",9999,3,"CA",4,5,1,1,1,,1,1,"TEMPS CHANGING",2,1,1,3,4,3,,,,1,1,2,98,1,98,98,3,1,98,4,2,2,999,999,999,5,5,1,3,2,2,4,4,1,2,4,4,6,1,1,2,3,1,3,3,,1,"11/5/2017 8:43:35",0.585
559,"L","B","C",9999,4,"NC",2,5,1,2,2,,2,1,"WEATHER CHANNEL",6,2,2,2,1,1,,,,2,2,2,1,1,2,4,98,1,1,3,1,98,999,999,999,4,5,1,3,5,5,4,2,2,2,4,2,1,1,6,,4,1,1,3,1,1,"11/5/2017 9:10:33",0.5
560,"L","A","C",9999,,"WA",4,5,1,3,98,,2,1,"THE OUTPUT OF THE NEWS",6,2,1,98,4,4,,,,2,98,2,3,1,4,1,2,2,4,3,3,3,999,999,999,98,3,4,2,5,98,3,2,4,3,3,3,1,1,1,2,1,1,2,4,4,1,"11/5/2017 9:11:05",0.64
561,"L","A","D",9999,1,"TN",2,2,2,,,,,,,,,,,,,1,"IT HAS BEEN LIKE THIS ALL MY LIFE",1,3,3,3,98,2,4,98,4,98,2,2,4,4,999,999,999,1,4,1,5,5,2,4,4,1,4,2,2,1,1,1,1,2,2,1,2,,1,"11/6/2017 5:14:32",1.47
562,"L","B","D",9999,,"IN",3,2,1,1,1,,1,1,"LAST 2 WINTERS HAVE BEEN TOO WARM",2,1,2,1,1,98,,,,1,98,98,98,1,1,2,98,1,2,2,4,1,999,999,999,5,5,1,5,5,2,4,4,98,4,98,98,1,1,,,1,,98,4,1,1,"11/6/2017 5:26:14",0.86
563,"L","A","D",9999,3,"OH",3,5,1,1,98,,2,2,"NO COMMENT",10,98,1,1,1,1,,,,2,2,2,1,1,4,4,98,1,1,98,98,98,999,999,999,3,5,1,5,5,1,98,1,1,98,4,98,3,1,2,,2,2,3,2,2,2,"11/6/2017 5:51:22",1.445
564,"L","B","D",9999,4,"NJ",1,5,1,3,2,,2,98,"THE NEWS",6,3,4,3,98,2,,,,2,2,2,98,2,98,98,3,98,98,3,2,2,999,999,999,2,4,3,4,4,3,98,3,3,2,3,98,1,1,2,,1,98,2,2,1,2,"11/6/2017 5:51:22",1
565,"L","A","D",9999,,"VA",2,5,1,98,98,,98,98,"NOT SURE",10,98,98,98,98,98,,,,1,1,2,4,3,4,2,4,1,98,2,3,2,999,999,999,2,1,1,4,5,4,2,2,1,4,1,4,2,1,6,,4,4,3,3,3,1,"11/6/2017 5:53:16",0.68
566,"L","B","D",9999,2,"GA",2,5,1,1,1,,1,1,"SCIENCE HAS PROVEN IT",4,1,2,1,2,2,,,,1,2,3,1,1,1,4,1,1,98,2,98,2,999,999,999,5,2,1,1,2,1,98,4,1,98,1,4,5,1,6,,5,1,4,98,6,1,"11/6/2017 6:02:22",0.7
567,"L","A","D",9999,4,"FL",2,5,1,1,2,,2,1,"ITS HOT",2,98,1,2,3,2,,,,1,1,1,1,1,1,1,1,1,2,1,1,4,999,999,999,3,1,1,4,2,1,1,1,1,4,1,4,3,1,1,1,3,2,1,2,3,1,"11/6/2017 6:03:16",0.71
568,"L","B","D",9999,4,"IN",3,5,1,1,1,,1,1,"EVIDENCE FROM EVERY SINGLE SCIENTIFIC  DATA",4,1,1,1,1,1,,,,1,1,1,4,2,2,4,1,1,1,1,1,4,999,999,999,4,3,1,1,1,1,3,4,1,4,1,4,4,1,6,,4,2,4,4,2,1,"11/6/2017 6:11:24",0.49
569,"L","A","D",9999,3,"SC",2,3,1,1,3,98,2,2,"NO SNOW",2,2,2,2,2,2,,,,3,3,3,2,2,4,1,2,2,1,2,98,98,999,999,999,4,4,2,5,5,2,2,3,2,2,1,4,2,1,1,2,4,3,3,4,5,1,"11/6/2017 6:19:16",0.355
570,"L","B","C",9999,3,"NJ",1,4,1,2,1,,2,1,"THE TEMP IS USUALLY COLD BY NOW AND ITS STILL WARM",2,1,1,1,2,2,,,,1,1,2,1,1,1,1,3,1,1,1,2,98,999,999,999,3,2,1,3,5,1,1,4,1,4,4,4,1,2,6,,3,,,4,,2,"11/6/2017 8:10:25",1.145
571,"L","A","C",9999,4,"GA",2,5,98,,,,,,,,,,,,,,,,3,3,3,4,4,4,4,4,1,4,4,4,4,999,999,999,2,5,1,5,5,1,98,4,4,4,4,4,1,1,1,2,3,2,1,1,,2,"11/6/2017 8:20:07",0.92
572,"L","B","C",9999,4,"PA",1,5,1,1,3,1,1,1,"WEATHER CHANGES",3,1,2,2,4,1,,,,1,1,1,1,1,4,2,98,1,1,1,98,98,999,999,999,4,5,1,5,5,5,98,4,1,4,1,4,3,1,2,,4,1,2,4,,1,"11/6/2017 8:20:20",0.35
573,"L","B","C",9999,3,"NH",1,1,2,,,,,,,,,,,,,2,"ENOUGH DATA",5,98,2,2,2,98,98,1,98,98,1,98,3,4,999,999,999,3,3,1,98,2,1,1,98,3,3,4,98,5,5,,,2,2,3,3,2,1,"11/6/2017 8:39:19",1.665
574,"L","B","C",9999,4,"NC",2,3,1,2,2,,2,2,"RAINS, TORNADO",3,3,2,1,3,2,,,,3,3,3,3,3,3,4,98,1,4,3,4,4,999,999,999,2,5,1,4,3,2,3,3,4,2,4,4,1,1,6,,1,1,3,4,1,2,"11/6/2017 8:51:05",1
575,"C","A","C",9999,3,"NM",4,5,2,,,,,,,,,,,,,1,"AGRICULTURAL INDUSTRY",9,3,3,3,1,4,4,4,2,1,2,4,4,1,999,999,999,1,5,1,5,5,1,4,4,4,1,4,4,1,9,2,,3,2,2,1,3,1,"11/7/2017 4:12:57",2.315
576,"C","A","C",9999,2,"MI",3,2,1,1,1,,1,1,"WINTERS ARE WARMER",2,1,1,1,1,1,,,,1,1,2,2,1,1,98,98,1,2,1,2,4,999,999,999,5,1,1,1,2,1,98,4,1,4,2,4,4,1,7,,3,4,5,4,2,2,"11/7/2017 4:18:04",1.58
577,"C","B","C",9999,2,"CA",4,5,1,1,1,,2,2,"WATER TEMPS",11,3,2,1,2,2,,,,1,1,1,1,2,3,1,1,1,1,1,2,4,999,999,999,4,98,1,2,2,4,1,4,2,4,2,3,2,2,6,,2,1,5,4,3,1,"11/7/2017 4:32:00",1.83
578,"C","A","C",9999,2,"FL",2,5,2,,,,,,,,,,,,,2,"ITS COLDER NOW AND IT SHOULD BE WARM",1,3,3,3,2,4,4,1,3,3,2,3,4,3,999,999,999,1,5,4,5,5,4,4,4,3,2,2,,2,1,1,1,4,2,3,2,4,1,"11/7/2017 4:32:44",0.8
579,"C","A","C",9999,3,"FL",2,5,98,,,,,,,,,,,,,,,,2,2,2,1,3,4,2,3,3,1,2,98,98,999,999,999,2,5,5,5,5,5,98,98,3,2,98,3,1,1,2,,2,4,2,3,,1,"11/7/2017 4:32:53",0.965
580,"C","B","C",9999,3,"NC",2,2,1,2,1,,1,1,"THE ICE CAPS MELTING",1,1,1,2,2,2,,,,1,2,2,2,3,4,2,2,1,2,2,2,2,999,999,999,3,5,1,4,4,1,98,4,1,1,4,4,1,2,6,,2,1,3,98,,1,"11/7/2017 4:42:11",1.185
581,"C","A","C",9999,2,"PA",1,5,1,3,98,,3,2,"IT IS DOCUMENTED",4,2,3,3,2,3,,,,2,2,3,98,4,3,98,98,3,2,2,3,2,999,999,999,2,4,4,3,4,4,98,98,3,3,98,3,5,10,1,1,5,4,2,3,6,1,"11/7/2017 4:43:36",0.62
582,"C","A","C",9999,4,"RI",1,2,1,2,1,,1,1,"SEA LEVELS",11,1,2,1,3,1,,,,1,2,3,98,1,1,4,98,1,1,2,1,4,999,999,999,5,1,1,2,5,1,4,4,1,1,2,3,4,10,6,,2,4,4,4,3,1,"11/7/2017 4:51:31",1.01
583,"C","A","C",9999,4,"GA",2,1,1,2,1,,1,1,"TREES BEING CUT DOWN AND THE SUN WARMS THE EARTH TOO MUCH",8,1,1,1,1,1,,,,98,98,98,1,1,1,98,98,1,1,1,1,98,999,999,999,4,3,1,2,4,2,98,4,1,4,98,4,3,1,2,,3,1,3,2,4,2,"11/7/2017 4:52:40",0.85
584,"C","A","C",9999,3,"TN",2,5,2,,,,,,,,,,,,,1,"PERSONAL EXPERIENCE",1,3,3,3,1,2,2,4,4,2,2,4,4,,999,999,999,1,4,2,2,5,2,4,2,4,2,2,,98,1,1,2,4,4,3,1,98,1,"11/7/2017 4:56:35",0.355
585,"C","B","C",9999,1,"FL",2,2,2,,,,,,,,,,,,,3,"IT COMES IN PHASES. ONE YEAR ITS HOT THEN ANOTHER YEAR ITS COLD",2,3,3,3,2,2,3,2,3,2,2,4,4,3,999,999,999,1,3,2,5,5,2,4,2,3,3,2,3,1,1,2,,4,1,3,4,5,1,"11/7/2017 4:56:43",0.86
586,"C","A","C",9999,4,"FL",2,5,1,1,1,,1,1,"THE HUMANS ARE CREATING IT THROUGH POLLUTION",8,1,4,1,4,98,,,,1,1,1,1,2,4,4,4,1,2,3,98,3,999,999,999,3,5,1,5,5,2,98,4,1,4,1,2,1,1,1,2,3,1,4,3,,1,"11/7/2017 4:57:01",0.58
587,"C","B","C",9999,,"MI",3,98,1,2,2,,4,2,"CYCLES",9,3,98,98,98,3,,,,3,3,3,4,4,4,2,4,4,4,4,4,1,999,999,999,1,4,5,5,5,5,98,1,4,1,2,3,1,1,1,2,4,3,2,3,,1,"11/7/2017 4:59:02",0.55
588,"C","A","C",9999,3,"NY",1,1,1,1,1,,3,2,"THERE IS NO SNOW",2,2,1,1,2,2,,,,2,2,2,98,3,3,3,3,1,2,98,2,3,999,999,999,2,1,1,98,98,98,2,2,3,98,98,3,2,10,6,,3,98,,3,2,1,"11/7/2017 5:02:07",0.645
589,"C","B","C",9999,4,"MI",3,2,1,1,1,,1,1,"CARBON DIOXIDE LEVELS",8,1,1,2,2,1,,,,1,1,1,4,1,1,1,1,1,1,2,98,3,999,999,999,5,1,1,1,2,1,3,98,1,4,1,4,5,1,6,,5,4,5,4,6,1,"11/7/2017 5:12:06",0.18
590,"C","A","C",9999,4,"MI",3,1,2,,,,,,,,,,,,,1,"THE WEATHER IS ALWAYS THE SAME",1,98,98,98,1,3,4,3,2,3,1,4,4,3,999,999,999,2,4,5,5,5,4,98,98,2,1,4,1,3,1,1,1,2,2,2,1,2,2,"11/7/2017 5:21:13",1.44
591,"C","B","C",9999,3,"MI",3,5,2,,,,,,,,,,,,,2,"SCIENTIFIC PROOF",5,2,2,2,3,3,4,2,3,3,2,3,98,98,999,999,999,2,5,5,4,5,4,,,,,,,1,1,2,,4,2,1,2,4,1,"11/7/2017 5:22:20",0.285
592,"C","A","C",9999,2,"TX",2,5,1,2,3,2,2,1,"VOLCANOS",10,1,1,2,2,2,,,,1,1,3,4,2,2,2,4,1,4,1,98,4,999,999,999,4,1,1,2,3,1,1,2,1,4,1,4,5,5,4,,4,,,3,,1,"11/7/2017 5:23:33",1.43
593,"C","B","C",9999,3,"NY",1,3,98,,,,,,,,,,,,,,,,3,3,3,98,4,1,4,1,1,1,1,2,1,999,999,999,3,1,1,1,5,1,98,4,1,1,98,1,1,1,6,,3,98,98,3,1,1,"11/7/2017 5:38:43",0.735
594,"C","A","C",9999,3,"FL",2,5,1,1,2,,4,2,"CYCLES",9,4,4,4,4,4,,,,98,98,98,2,1,4,1,4,4,2,4,4,98,999,999,999,1,98,98,5,5,5,2,4,4,1,4,3,1,10,1,1,4,2,1,2,,1,"11/7/2017 5:41:09",0.275
595,"C","B","C",9999,2,"NY",1,3,1,1,3,3,1,1,"DIFFERNCES IN WEATHER IN THE LAST TEN YEARS",3,2,2,1,2,1,,,,1,1,1,1,1,2,4,2,1,3,2,2,2,999,999,999,5,1,1,1,2,2,98,4,1,4,1,4,4,1,6,,2,4,5,4,2,2,"11/7/2017 5:43:49",1.96
596,"C","A","C",9999,1,"NY",1,5,1,1,1,,1,1,"EDUCATION",4,3,2,1,1,1,,,,1,1,1,98,2,2,2,2,2,98,2,2,2,999,999,999,4,3,2,2,2,2,98,3,2,3,2,3,2,1,2,,4,1,5,4,6,2,"11/7/2017 5:44:17",1.03
597,"C","B","C",9999,3,"PA",1,2,1,1,2,,1,1,"WEATHER PATTERNS, INCREASE HEAT, INCREASE HURRICANES, INCREASED SMOG",3,1,1,1,1,1,,,,1,1,1,98,1,1,98,98,1,1,1,2,4,999,999,999,4,1,1,1,5,1,2,4,1,4,1,4,3,1,,,5,1,4,4,4,2,"11/7/2017 5:57:16",0.625
598,"C","B","C",9999,4,"PA",1,3,1,2,2,,2,2,"OCEAN RISING",11,1,3,4,3,1,,,,3,3,3,3,1,4,98,98,1,1,1,98,1,999,999,999,2,5,1,5,5,1,2,4,1,98,4,4,1,1,2,,2,2,3,3,1,2,"11/7/2017 6:02:49",1.45
599,"C","B","C",9999,3,"MA",1,5,1,1,1,,1,1,"INTERNET",6,1,2,1,1,1,,,,1,1,1,98,2,98,98,2,2,98,2,2,2,999,999,999,5,3,1,98,98,98,98,98,2,2,2,4,4,1,3,,5,1,5,4,6,2,"11/7/2017 6:09:31",0.525
600,"C","B","C",9999,3,"NJ",1,5,2,,,,,,,,,,,,,1,"CYCLE",2,3,3,3,3,2,4,4,4,4,4,4,4,2,999,999,999,1,5,3,4,5,5,1,2,4,3,3,1,1,1,1,1,2,4,1,1,98,1,"11/7/2017 6:12:02",0.965
601,"C","A","C",9999,3,"VA",2,98,1,1,98,,2,1,"NOT SURE",10,2,3,4,4,4,,,,1,1,3,2,2,2,2,98,98,2,2,98,2,999,999,999,2,4,2,3,2,2,2,3,2,3,2,98,98,1,2,,5,2,3,3,6,1,"11/7/2017 6:24:45",0.185
602,"C","B","C",9999,4,"WI",3,5,2,,,,,,,,,,,,,1,"EARTH GOES THROUGH CYCLES",2,3,3,3,1,4,4,4,4,4,4,4,4,1,999,999,999,1,5,5,5,5,5,4,4,1,1,4,,1,1,6,,3,4,1,2,,2,"11/7/2017 6:25:25",0.92
603,"C","A","C",9999,3,"MN",3,3,1,1,1,,1,1,"SCIENTISTS PROVED IT",4,1,1,1,1,1,,,,1,1,1,4,1,4,4,2,1,3,2,2,2,999,999,999,4,1,2,5,4,2,98,4,1,4,2,3,2,1,1,2,3,,2,3,,1,"11/7/2017 6:27:28",0.585
604,"C","A","D",9999,3,"OR",4,1,1,2,3,2,2,2,"JUST LISTENING TO THE WEATHER REPORTS",6,2,2,4,4,2,,,,3,2,2,2,3,3,98,2,2,98,2,3,2,999,999,999,3,4,2,4,4,98,2,98,98,3,3,2,1,1,1,1,2,2,1,98,98,2,"11/7/2017 7:14:45",1.305
605,"C","B","D",9999,2,"DC",2,2,1,1,1,,1,1,"RESEARCH",4,1,2,2,3,1,,,,1,1,1,1,1,1,4,1,1,98,4,98,98,999,999,999,5,1,1,1,1,1,1,4,1,4,1,4,4,1,7,,5,4,4,4,6,2,"11/7/2017 7:27:17",1.04
